CustomerID,Churn,Tenure,Gender,HourSpendOnApp,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,Gender_encoded,MaritalStatus_encoded
50130,0,2.0,Male,2.0,2,Married,3,0,1.0,1.0,2.0,169.31,1,1
50131,0,0.0,Female,3.0,3,Divorced,1,0,1.0,1.0,2.0,148.98,0,0
50132,0,15.0,Female,2.0,5,Married,1,1,4.0,7.0,8.0,125.93,0,1
50133,0,13.0,Male,2.0,3,Married,1,0,0.0,3.0,9.0,294.36,1,1
50134,0,24.0,Male,3.0,2,Divorced,2,0,1.0,1.0,0.0,127.23,1,0
50135,1,0.0,Male,3.0,4,Single,1,0,1.0,1.0,4.0,134.79,1,2
50136,0,5.0,Male,3.0,4,Divorced,2,0,0.0,1.0,3.0,127.94,1,0
50137,0,11.0,Male,2.0,2,Divorced,4,0,6.0,7.0,5.0,152.49,1,0
50138,0,9.0,Male,2.0,5,Single,5,0,0.0,1.0,4.0,121.76,1,2
50139,0,19.0,Female,3.0,4,Divorced,4,1,1.0,7.0,7.0,268.72,0,0
50140,1,0.0,Male,3.0,3,Single,3,0,1.0,1.0,0.0,134.85,1,2
50141,0,2.0,Male,3.0,4,Divorced,3,0,0.0,1.0,0.0,166.44,1,0
50142,0,4.0,Male,3.0,2,Divorced,1,0,1.0,7.0,8.0,155.82,1,0
50143,0,0.0,Male,2.0,5,Married,2,0,1.0,1.0,5.0,140.0,1,1
50144,0,18.0,Male,3.0,2,Divorced,1,1,0.0,2.0,10.0,234.96,1,0
50145,0,9.0,Male,2.0,2,Divorced,1,0,4.0,10.0,11.0,132.1,1,0
50146,0,28.0,Male,2.0,5,Single,1,1,1.0,4.0,13.0,290.45,1,2
50147,1,10.0,Male,2.0,4,Divorced,2,1,5.0,9.0,3.0,218.49,1,0
50148,0,9.0,Male,3.0,2,Divorced,2,0,1.0,1.0,4.0,120.7,1,0
50149,0,10.0,Male,3.0,2,Divorced,5,0,0.0,1.0,1.0,165.02,1,0
50150,0,0.0,Male,3.0,3,Single,2,0,1.0,1.0,0.0,132.3,1,2
50151,0,10.0,Female,0.0,2,Married,3,1,0.0,2.0,2.0,236.03,0,1
50152,0,2.0,Female,3.0,4,Married,8,0,5.0,6.0,3.0,219.96,0,1
50153,0,11.0,Female,2.0,5,Married,2,1,0.0,7.0,7.0,156.05,0,1
50154,0,0.0,Female,2.0,4,Married,2,0,0.0,1.0,4.0,163.97,0,1
50155,0,23.0,Male,3.0,4,Married,4,0,1.0,1.0,6.0,291.44,1,1
50156,0,26.0,Male,2.0,3,Divorced,4,1,1.0,1.0,3.0,275.84,1,0
50157,0,15.0,Male,2.0,3,Divorced,2,0,4.0,11.0,6.0,149.07,1,0
50158,0,2.0,Male,2.0,2,Single,2,0,0.0,1.0,9.0,145.54,1,2
50159,0,28.0,Male,2.0,2,Divorced,4,1,1.0,1.0,8.0,154.15,1,0
50160,0,0.0,Male,2.0,5,Divorced,2,1,2.0,3.0,3.0,147.41,1,0
50161,0,9.0,Female,2.0,2,Single,2,0,1.0,5.0,7.0,121.15,0,2
50162,1,7.0,Male,3.0,3,Married,4,1,0.0,1.0,0.0,131.61,1,1
50163,0,11.0,Male,2.0,2,Married,10,0,0.0,1.0,2.0,157.45,1,1
50164,1,0.0,Male,2.0,4,Married,3,1,1.0,1.0,2.0,123.73,1,1
50165,0,1.0,Female,3.0,2,Single,2,0,0.0,1.0,2.0,133.1,0,2
50166,0,22.0,Female,2.0,5,Single,10,1,1.0,1.0,2.0,286.65,0,2
50167,0,9.0,Male,1.0,4,Single,5,0,6.0,7.0,7.0,144.85,1,2
50168,0,4.0,Female,3.0,4,Married,2,0,0.0,2.0,2.0,127.89,0,1
50169,1,0.0,Male,2.0,2,Single,2,1,7.0,7.0,4.0,158.28,1,2
50170,0,10.0,Male,2.0,2,Divorced,2,1,0.0,1.0,2.0,123.26,1,0
50171,0,15.0,Female,3.0,4,Divorced,6,0,2.0,2.0,8.0,235.25,0,0
50172,1,9.0,Male,2.0,3,Single,2,0,0.0,1.0,0.0,114.2,1,2
50173,0,8.0,Male,3.0,4,Divorced,1,0,3.0,6.0,9.0,180.2,1,0
50174,0,9.0,Male,2.0,2,Divorced,5,0,0.0,1.0,0.0,136.88,1,0
50175,0,24.0,Male,2.0,4,Married,6,0,0.0,1.0,2.0,154.82,1,1
50176,0,14.0,Male,2.0,4,Single,2,0,1.0,2.0,4.0,260.15,1,2
50177,0,0.0,Female,3.0,3,Single,2,0,1.0,1.0,0.0,112.0,0,2
50178,0,1.0,Male,3.0,5,Single,1,0,0.0,1.0,7.0,156.61,1,2
50179,0,4.0,Male,3.0,2,Divorced,5,0,3.0,7.0,7.0,169.29,1,0
50180,0,12.0,Male,2.0,2,Married,1,0,3.0,3.0,7.0,196.13,1,1
50181,0,9.0,Female,2.0,4,Divorced,8,0,0.0,1.0,8.0,156.74,0,0
50182,0,5.0,Male,3.0,3,Divorced,2,0,1.0,4.0,8.0,154.84,1,0
50183,0,11.0,Female,2.0,4,Divorced,4,0,1.0,1.0,3.0,220.61,0,0
50184,0,30.0,Male,2.0,3,Married,3,1,1.0,1.0,2.0,156.6,1,1
50185,0,4.0,Male,2.0,2,Divorced,1,1,0.0,1.0,3.0,148.21,1,0
50186,0,4.0,Male,3.0,5,Divorced,4,0,0.0,1.0,0.0,164.1,1,0
50187,0,18.0,Male,3.0,5,Married,2,0,5.0,9.0,11.0,152.1,1,1
50188,0,4.0,Male,3.0,2,Married,1,1,1.0,2.0,2.0,126.95,1,1
50189,0,6.0,Female,3.0,4,Divorced,7,0,2.0,8.0,3.0,218.78,0,0
50190,0,12.0,Male,2.0,5,Divorced,2,1,1.0,11.0,10.0,270.68,1,0
50191,0,16.0,Female,2.0,2,Single,1,0,0.0,1.0,7.0,124.55,0,2
50192,0,22.0,Female,2.0,3,Single,8,1,1.0,2.0,7.0,239.64,0,2
50193,1,15.0,Male,2.0,4,Divorced,3,0,7.0,7.0,7.0,149.41,1,0
50194,0,0.0,Female,2.0,4,Single,2,1,0.0,1.0,2.0,124.78,0,2
50195,0,5.0,Female,3.0,4,Divorced,2,1,6.0,11.0,9.0,152.28,0,0
50196,0,0.0,Male,3.0,3,Single,2,1,1.0,1.0,4.0,144.78,1,2
50197,0,4.0,Male,3.0,2,Married,5,0,0.0,1.0,7.0,175.47,1,1
50198,0,5.0,Female,3.0,2,Single,8,0,1.0,1.0,7.0,150.55,0,2
50199,1,0.0,Male,2.0,2,Divorced,6,1,2.0,2.0,2.0,134.64,1,0
50200,0,3.0,Female,3.0,2,Divorced,2,0,0.0,1.0,9.0,157.75,0,0
50201,0,4.0,Female,2.0,3,Divorced,2,0,3.0,8.0,9.0,189.43,0,0
50202,0,12.0,Male,2.0,2,Divorced,2,0,9.0,13.0,3.0,292.72,1,0
50203,1,2.0,Female,2.0,3,Divorced,5,1,1.0,1.0,0.0,152.38,0,0
50204,0,6.0,Male,2.0,2,Single,4,0,1.0,1.0,1.0,146.82,1,2
50205,0,20.0,Male,2.0,3,Divorced,5,0,1.0,1.0,1.0,283.0,1,0
50206,0,16.0,Female,2.0,3,Married,2,0,0.0,1.0,0.0,152.57,0,1
50207,0,0.0,Male,3.0,4,Divorced,1,1,0.0,1.0,4.0,163.49,1,0
50208,0,27.0,Female,2.0,3,Single,4,0,1.0,1.0,3.0,148.69,0,2
50209,0,16.0,Female,2.0,5,Divorced,9,0,1.0,1.0,0.0,199.85,0,0
50210,0,18.0,Male,3.0,2,Divorced,10,0,7.0,9.0,8.0,136.97,1,0
50211,0,13.0,Male,2.0,2,Divorced,3,1,1.0,1.0,2.0,174.57,1,0
50212,1,9.0,Male,3.0,5,Divorced,2,1,1.0,1.0,7.0,121.19,1,0
50213,0,2.0,Male,1.0,2,Single,1,0,2.0,2.0,2.0,139.83,1,2
50214,0,3.0,Female,1.0,3,Married,2,0,0.0,1.0,2.0,161.18,0,1
50215,0,0.0,Female,2.0,4,Divorced,2,0,0.0,1.0,7.0,162.14,0,0
50216,0,10.0,Male,3.0,2,Married,8,0,0.0,1.0,4.0,163.47,1,1
50217,0,11.0,Male,3.0,2,Married,1,1,1.0,2.0,3.0,215.1,1,1
50218,0,4.0,Female,2.0,2,Single,2,1,2.0,4.0,10.0,171.43,0,2
50219,0,2.0,Female,2.0,4,Married,2,1,0.0,1.0,7.0,182.68,0,1
50220,0,8.0,Male,3.0,4,Single,1,0,0.0,1.0,13.0,180.95,1,2
50221,0,0.0,Male,3.0,2,Married,2,0,1.0,1.0,2.0,129.04,1,1
50222,0,14.0,Male,3.0,4,Single,7,1,1.0,1.0,2.0,160.32,1,2
50223,0,20.0,Male,3.0,3,Single,4,0,0.0,1.0,0.0,129.76,1,2
50224,0,15.0,Female,2.0,2,Single,3,0,0.0,2.0,0.0,259.92,0,2
50225,0,2.0,Male,3.0,3,Divorced,2,0,1.0,1.0,2.0,146.49,1,0
50226,0,15.0,Male,3.0,3,Married,1,1,1.0,1.0,0.0,126.96,1,1
50227,0,5.0,Female,3.0,4,Divorced,2,0,0.0,1.0,7.0,123.7,0,0
50228,0,21.0,Female,3.0,3,Divorced,4,0,0.0,1.0,3.0,225.04,0,0
50229,0,10.0,Male,2.0,5,Married,5,1,2.0,6.0,7.0,159.74,1,1
50230,0,3.0,Female,2.0,3,Divorced,8,1,1.0,2.0,2.0,147.36,0,0
50231,0,0.0,Male,2.0,3,Divorced,2,0,2.0,7.0,7.0,152.96,1,0
50232,0,15.0,Male,3.0,2,Single,4,0,0.0,1.0,0.0,167.81,1,2
50233,1,9.0,Female,2.0,4,Single,2,1,1.0,1.0,2.0,121.74,0,2
50234,0,9.0,Female,2.0,2,Single,5,0,1.0,1.0,0.0,166.53,0,2
50235,0,9.0,Male,2.0,2,Divorced,5,0,0.0,1.0,12.0,196.99,1,0
50236,0,30.0,Male,2.0,3,Divorced,3,0,1.0,1.0,2.0,167.55,1,0
50237,0,9.0,Female,2.0,3,Divorced,4,1,0.0,1.0,7.0,122.13,0,0
50238,0,0.0,Male,2.0,2,Single,2,0,0.0,2.0,2.0,126.1,1,2
50239,1,0.0,Female,3.0,3,Single,2,1,1.0,1.0,0.0,128.51,0,2
50240,0,10.0,Female,3.0,5,Divorced,7,0,1.0,1.0,3.0,134.52,0,0
50241,0,19.0,Female,1.0,3,Divorced,3,0,0.0,1.0,0.0,152.58,0,0
50242,1,4.0,Male,2.0,4,Single,2,0,7.0,7.0,7.0,193.55,1,2
50243,0,23.0,Male,3.0,2,Single,7,0,0.0,1.0,3.0,204.96,1,2
50244,1,3.0,Male,3.0,3,Divorced,3,1,1.0,1.0,0.0,163.8,1,0
50245,0,4.0,Male,2.0,4,Single,1,1,1.0,2.0,2.0,126.57,1,2
50246,1,0.0,Female,3.0,4,Single,2,0,0.0,1.0,0.0,127.16,0,2
50247,0,9.0,Male,2.0,2,Single,10,0,1.0,1.0,2.0,122.01,1,2
50248,0,8.0,Male,3.0,4,Single,10,0,1.0,1.0,0.0,165.4,1,2
50249,0,0.0,Male,2.0,4,Married,2,0,0.0,1.0,4.0,138.16,1,1
50250,0,1.0,Male,3.0,2,Single,2,0,1.0,1.0,7.0,152.53,1,2
50251,0,22.0,Male,2.0,3,Single,9,0,1.0,1.0,0.0,145.0,1,2
50252,0,24.0,Female,2.0,2,Divorced,5,0,0.0,1.0,7.0,149.36,0,0
50253,0,9.0,Female,3.0,3,Divorced,5,0,1.0,2.0,2.0,125.43,0,0
50254,1,0.0,Male,3.0,2,Single,9,1,1.0,1.0,4.0,153.04,1,2
50255,0,28.0,Female,3.0,2,Single,3,1,1.0,1.0,2.0,266.59,0,2
50256,0,0.0,Female,3.0,3,Married,2,1,0.0,1.0,3.0,142.6,0,1
50257,0,3.0,Male,3.0,4,Divorced,2,0,1.0,1.0,0.0,124.76,1,0
50258,1,0.0,Male,3.0,5,Single,1,0,0.0,1.0,4.0,131.02,1,2
50259,0,9.0,Female,2.0,4,Divorced,2,0,1.0,1.0,2.0,122.44,0,0
50260,0,9.0,Male,3.0,3,Divorced,2,0,9.0,9.0,0.0,175.96,1,0
50261,1,9.0,Male,2.0,2,Single,19,1,1.0,1.0,0.0,122.85,1,2
50262,0,10.0,Female,3.0,5,Married,2,0,3.0,12.0,17.0,130.34,0,1
50263,0,13.0,Female,2.0,4,Married,8,0,0.0,1.0,3.0,157.15,0,1
50264,0,15.0,Female,3.0,5,Married,4,0,1.0,1.0,2.0,125.76,0,1
50265,0,10.0,Male,2.0,4,Single,3,1,0.0,1.0,1.0,141.97,1,2
50266,0,16.0,Male,2.0,4,Married,2,0,0.0,2.0,9.0,243.36,1,1
50267,0,13.0,Female,3.0,3,Divorced,7,0,1.0,1.0,0.0,134.48,0,0
50268,0,27.0,Male,2.0,5,Divorced,5,0,1.0,1.0,2.0,294.06,1,0
50269,0,7.0,Female,3.0,3,Divorced,10,0,1.0,1.0,2.0,165.38,0,0
50270,0,4.0,Female,2.0,5,Divorced,2,0,3.0,3.0,12.0,143.06,0,0
50271,0,9.0,Male,3.0,2,Divorced,8,0,0.0,1.0,2.0,122.58,1,0
50272,0,16.0,Female,3.0,3,Married,5,1,0.0,1.0,2.0,145.22,0,1
50273,0,0.0,Female,2.0,2,Single,2,1,0.0,1.0,3.0,144.87,0,2
50274,0,10.0,Female,3.0,3,Divorced,4,1,3.0,10.0,7.0,144.49,0,0
50275,0,9.0,Male,3.0,5,Divorced,2,0,0.0,3.0,2.0,122.18,1,0
50276,0,12.0,Male,2.0,3,Married,2,1,0.0,1.0,6.0,291.97,1,1
50277,0,29.0,Female,2.0,5,Divorced,10,0,2.0,2.0,7.0,232.12,0,0
50278,0,3.0,Female,2.0,3,Single,1,0,3.0,4.0,4.0,165.77,0,2
50279,0,14.0,Male,2.0,5,Divorced,2,0,1.0,1.0,7.0,183.92,1,0
50280,0,1.0,Male,3.0,5,Married,2,0,0.0,1.0,8.0,145.58,1,1
50281,1,0.0,Male,3.0,5,Divorced,6,0,1.0,1.0,2.0,140.31,1,0
50282,0,25.0,Male,2.0,3,Divorced,3,1,0.0,1.0,4.0,179.69,1,0
50283,0,18.0,Male,3.0,2,Divorced,4,0,1.0,1.0,2.0,126.54,1,0
50284,0,25.0,Female,1.0,2,Divorced,3,0,1.0,1.0,4.0,265.55,0,0
50285,0,15.0,Female,3.0,3,Married,3,0,1.0,1.0,2.0,145.56,0,1
50286,0,3.0,Female,2.0,2,Single,3,0,0.0,1.0,2.0,160.91,0,2
50287,0,30.0,Female,2.0,5,Divorced,6,0,0.0,11.0,10.0,295.66,0,0
50288,0,19.0,Female,2.0,3,Married,3,0,0.0,1.0,8.0,148.1,0,1
50289,0,15.0,Female,2.0,2,Divorced,1,0,0.0,1.0,4.0,145.23,0,0
50290,1,0.0,Female,3.0,4,Single,2,1,1.0,1.0,4.0,132.02,0,2
50291,1,0.0,Female,2.0,3,Married,1,0,1.0,1.0,0.0,123.51,0,1
50292,0,9.0,Male,2.0,2,Divorced,2,1,1.0,1.0,0.0,117.02,1,0
50293,0,13.0,Female,3.0,3,Divorced,1,0,1.0,1.0,12.0,280.41,0,0
50294,0,0.0,Female,3.0,2,Married,2,0,1.0,1.0,2.0,128.86,0,1
50295,0,9.0,Male,2.0,2,Divorced,5,0,0.0,1.0,4.0,120.97,1,0
50296,0,2.0,Male,3.0,3,Divorced,2,0,1.0,1.0,3.0,219.35,1,0
50297,1,0.0,Female,3.0,4,Divorced,6,0,0.0,1.0,1.0,125.46,0,0
50298,1,0.0,Male,2.0,2,Single,2,0,1.0,1.0,0.0,125.64,1,2
50299,0,3.0,Female,3.0,5,Divorced,1,0,2.0,7.0,8.0,184.12,0,0
50300,0,30.0,Male,2.0,2,Married,4,0,0.0,2.0,0.0,241.18,1,1
